,-9,-7,-5,-3,-1,1,3,5,7,9,date,newborn,dead,WALE,11
341,0,0,0,0,0,0,0,0,0,0,12/10/2009,5200,0,0,0
342,0,0,0,0,0,0,0,0,0,0,12/11/2009,5600,0,0,0
343,0,5200,0,0,0,0,0,0,0,0,12/12/2009,10700,5200,2.125,0
344,0,0,0,0,0,0,0,0,0,0,12/13/2009,5700,0,0,0
345,16003.35,16542.35,0,0,0,0,0,0,0,0,12/14/2009,37645.7,32545.7,6.081442403,0
346,0,5459,0,0,0,0,0,0,0,0,12/15/2009,10959,5459,2.986627587,0
347,0,850,0,0,0,0,0,0,0,0,12/16/2009,7650,850,2,0
348,99.5,0,0,48.99,151.01,0,0,0,0,0,12/17/2009,8749.5,299.5,138.7059098,0
349,0,0,0,0,0,0,0,0,0,0,12/18/2009,11250,0,0,0
350,0,50,0,0,0,0,0,0,0,0,12/19/2009,9950,50,3,0
